id,index,period,minute,type,possession,play_pattern,team,player,position,duration,match_id,player_id,under_pressure,off_camera,counterpress,out,likelihood,outcome,recipient_id,recipient_name,height,body_part,location_x,location_y,location_end_x,location_end_y
de1529bc-c1f4-43fa-abb9-a802789f823b,5,1,0,Kick Off,2,From Kick Off,England,Mason Mount,Center Attacking Midfield,1.363612,3788745,7843,,,,,0.9977366047230226,Complete,3244,John Stones,Ground Pass,Right Foot,60.049175,38.72379,35.5,51.5
d690cf5f-0a7f-41fa-ac3a-2eb39013b879,8,1,0,,2,From Kick Off,England,John Stones,Right Center Back,5.177607,3788745,3244,,,,,0.36036787517657504,Out,10955,Harry Kane,High Pass,Right Foot,38.69952,48.246754,107.8,0.1
17132193-bb71-48e7-b9da-aef69750bba2,10,1,0,Throw-in,3,From Throw In,Croatia,Šime Vrsaljko,Right Back,0.877445,3788745,5461,,,,,0.9731019180476114,Complete,5463,Luka Modrić,Low Pass,,27.352022,79.990326,30.5,70.0
95eee4dd-0f7b-42e6-8f4b-97294ae4bf05,14,1,0,,3,From Throw In,Croatia,Luka Modrić,Right Center Midfield,0.990382,3788745,5463,True,,,,0.5641021128149271,Complete,5460,Andrej Kramarić,High Pass,Right Foot,32.03573,73.00001,36.6,74.7
72528893-d3d0-4e28-97ad-195fefdf3cd3,16,1,0,,3,From Throw In,Croatia,Andrej Kramarić,Right Wing,0.750644,3788745,5460,,,,,0.8354766397978468,Complete,5463,Luka Modrić,High Pass,Head,38.083607,71.1286,34.1,67.4
31d32a54-4cce-460b-a000-e4e8295630a1,18,1,0,,3,From Throw In,Croatia,Luka Modrić,Right Center Midfield,0.979399,3788745,5463,,,,,0.7155470733780448,Complete,5465,Ante Rebić,Low Pass,Right Foot,34.28995,68.37717,49.7,64.5
d969d65b-c1c7-42e1-827c-d8e56ed22be7,21,1,0,,3,From Throw In,Croatia,Ante Rebić,Center Forward,0.223975,3788745,5465,,,,,0.03850865245127233,Incomplete,5460,Andrej Kramarić,Low Pass,Right Foot,49.534454,60.583332,48.9,65.8
0b3b5245-9be6-4420-98cc-07e0bc86dd43,25,1,0,Recovery,3,From Throw In,Croatia,Ante Rebić,Center Forward,0.542777,3788745,5465,,,,,0.7611553513203524,Complete,5456,Mateo Kovačić,Low Pass,Left Foot,49.877472,56.508236,48.7,53.9
74c8157e-405d-496c-b3b9-f79fced70bbf,40,1,0,Recovery,4,Regular Play,England,Kalvin Phillips,Right Defensive Midfield,2.992964,3788745,4706,,,,,0.9817871223391074,Complete,3233,Raheem Sterling,Ground Pass,Left Foot,53.66997,31.055164,62.7,4.4
2a74428a-c6ca-4313-807c-892015e1dd53,42,1,0,,4,Regular Play,England,Raheem Sterling,Left Wing,1.269637,3788745,3233,,,,,0.9935667783271552,Complete,3308,Kieran Trippier,Ground Pass,Right Foot,61.583454,1.940834,49.1,6.1
1efc042a-367b-41bb-9e43-bb507ddea8cd,46,1,0,,4,Regular Play,England,Kieran Trippier,Left Back,0.922426,3788745,3308,True,,,,0.9878399335818884,Complete,3323,Tyrone Mings,Ground Pass,Right Foot,47.53992,2.65741,35.2,11.3
244daf21-e067-4626-bc88-40af2b6cacf9,49,1,0,,4,Regular Play,England,Tyrone Mings,Left Center Back,1.234932,3788745,3323,,,,,0.9838569362807682,Complete,3244,John Stones,Ground Pass,Left Foot,30.361206,22.83925,28.4,52.0
8e9d9e56-ff2a-400c-ba13-adfde7134652,52,1,0,,4,Regular Play,England,John Stones,Right Center Back,1.194274,3788745,3244,,,,,0.978627864976918,Complete,3205,Kyle Walker,Ground Pass,Left Foot,36.841194,48.156174,42.3,75.6
f2a6a4cd-bcc4-4e8a-a10d-b164c19d1f2a,55,1,0,,4,Regular Play,England,Kyle Walker,Right Back,2.211371,3788745,3205,,,,,0.9812954252014336,Complete,3468,Jordan Pickford,Ground Pass,Right Foot,42.01426,67.88548,10.6,46.5
c264d476-58ca-4613-a8d6-430655189696,58,1,0,,4,Regular Play,England,Jordan Pickford,Goalkeeper,1.165498,3788745,3468,,,,,0.9923253392114172,Complete,3244,John Stones,Ground Pass,Left Foot,14.352585,38.756664,15.8,58.1
c60ff3e0-86c2-4442-bce5-0f8368539fe9,61,1,0,,4,Regular Play,England,John Stones,Right Center Back,2.276238,3788745,3244,,,,,0.9856661009780912,Complete,3468,Jordan Pickford,Ground Pass,Right Foot,16.89163,53.353477,10.8,34.9
980c46d4-1299-458b-97e6-55eb374fe5ea,65,1,0,,4,Regular Play,England,Jordan Pickford,Goalkeeper,3.346686,3788745,3468,True,,,,0.13294716463385325,Incomplete,10955,Harry Kane,High Pass,Left Foot,11.540215,33.127163,77.3,31.1
7a2f6296-39bd-497b-835e-7cee13ad164f,68,1,1,Recovery,5,Regular Play,Croatia,Andrej Kramarić,Right Wing,1.325386,3788745,5460,,,,,0.955040164023414,Complete,5469,Marcelo Brozović,High Pass,Head,41.26526,61.880615,38.3,59.4
df81e6d4-dea0-4969-b893-252b7f032494,71,1,1,,5,Regular Play,Croatia,Marcelo Brozović,Center Defensive Midfield,1.00112,3788745,5469,True,,,,0.562528922669073,Complete,5460,Andrej Kramarić,High Pass,,37.06706,58.755836,42.6,63.4
000a2794-2dc2-4946-b343-4af401704db9,77,1,1,Recovery,5,Regular Play,Croatia,Šime Vrsaljko,Right Back,0.837679,3788745,5461,,,,,0.7971547067364413,Incomplete,5463,Luka Modrić,Low Pass,Right Foot,35.157333,66.02244,43.5,67.7
01d9c0ad-80ed-4695-8169-58f964ad9b26,82,1,1,,6,Regular Play,England,Declan Rice,Left Defensive Midfield,1.760928,3788745,3943,,,,,0.992436988550206,Complete,4706,Kalvin Phillips,Ground Pass,Right Foot,56.240894,4.55171,55.5,23.1
29dd0800-6ce4-42d0-ba3e-8b89376922a1,85,1,1,,6,Regular Play,England,Kalvin Phillips,Right Defensive Midfield,1.687611,3788745,4706,,,,,0.98844862746279,Complete,3244,John Stones,Ground Pass,Right Foot,51.72154,24.77722,48.2,51.5
ac30ab0b-c231-4a29-9cc0-aa807438baad,88,1,1,,6,Regular Play,England,John Stones,Right Center Back,1.016122,3788745,3244,,,,,0.9879718971411516,Complete,3205,Kyle Walker,Ground Pass,Right Foot,46.30828,48.01446,50.4,72.6
c3892423-05e0-4670-bac0-f16c64def689,91,1,1,,6,Regular Play,England,Kyle Walker,Right Back,1.034047,3788745,3205,,,,,0.9302243601760486,Complete,4354,Philip Foden,Ground Pass,Right Foot,51.29288,64.425415,69.3,77.7
02d6e279-c3c3-47f1-84ea-28359fbe0b6d,99,1,1,Recovery,7,Regular Play,Croatia,Joško Gvardiol,Left Back,0.762423,3788745,33018,True,,,,0.997970554926418,Complete,5469,Marcelo Brozović,Ground Pass,Right Foot,47.71994,18.985754,42.6,23.4
